original,translate
"Abandoned as it may seem, there is nevertheless some siren call that bids you venture inside… and below",尽管看似荒废，但仍然有一种神秘的召唤让你踏入其中……甚至是更深处
The Eternity Gate,永恒之门
Forest,森林
A Twisted Forest,曲折的森林
A Field,一片田地
Hills,山丘
Road,道路
Shore,海岸
Tundra,草原
Ship's Deck,船甲板
Zephyr's Hold,赛菲亚要塞
Low Hills,低丘陵
Zephyr's Lower Deck,赛菲亚下层甲板
The Wreck,沉船
Shrine of Agility,敏捷神龛
Shrine of Fortitude,坚韧神龛
Shrine of Intellect,智慧神龛
Shrine of Presence,影响力神龛
Shrine of Strength,力量神龛
Lorem Ipsum,填充物
The Weathermaiden,气象女神
Tower Dungeon,塔地下城
Lower Dungeon,下层地下城
Tower of Ash,灰烬之塔
A lone tower pierces the skies as it rises above you,一座孤独的塔楼矗立在你上方，直插云霄
"From some unseen aperture in the cliffs upon which it stands, the wind carries a cloud of fine gray ash",它矗立在悬崖之上，从某个看不见的裂缝中，风吹来一片细腻的灰烬
"Bitter and unwelcome, the residue sticks in your mouth and eyes",苦涩且不受欢迎，这些灰烬粘在你的口中和眼中
#Stores,#商店
Arra's Goods,阿拉的货品
Esteban's Concoction,埃斯泰班的秘制药剂
The Narwhale,独角鲸
Martha's Flophouse,玛莎的小客栈
Maija's Goods,芭姬亚的货品
Quartermaster,仓库管理员
#String Lists,#字符串列表
Welcome!,欢迎光临！
Have a seat!,请坐！
I'll be with you in a moment!,我一会儿就来！
Hi there!,你好！
Hic,喂
I'm cold,我好冷
Spare a coin?,能借我一个金币吗？
So hungry,我肯定很荣幸
My insides hurt,嗯？
Should you be here?,你不应该在这里
Don't tell me you've an audience?,你不会是有什么观众吧？
"Charmed, I'm sure",我肯定很荣幸
Hm?,嗯？
Woof,吠
You pet the dog,你摸了狗
Ho!,哈！
Come here!,过来！
Come here whelp!,小崽子，过来！
Do I hear chanting up ahead?,听到前面有吟唱的声音吗？
Got work for me?,你有活儿给我干吗？
Come hither,来吧
I have no time for talk right now!,我现在没时间说话！
Talk to the chamberlain if you need something,如果你需要什么，去找执事谈谈
Bloody vermin!,糟糕的害虫！
Oh my poor boy,哦，我的可怜的孩子
I've too much on my mind right now,我现在思绪万千
Sigh,我们已经没有什么可谈的了
We have nothing more to talk about,岛上有一些不属于这里的雇佣兵
There are mercenaries on the island that don't belong here,据说他们扎营在修道院的地盘上
Rumors have it they are encamped on the Priory grounds,我不知道他们为什么在这里，但肯定和最近发生的事情有关
I have no idea why they're here but they have to have something to do with what's happening,我不相信农民的山羊死了！
I don't believe the farmer's goats are dead!,我听说有人看到农民的儿子在霍林倒下时把动物赶进了山里
I heard someone say she saw the famer's son drive the animals into the mountains when Horryn fell,他怎么能躲在食物里，而我们却饿肚子？
How can he hide away food while we starve?,他怎么能藏起食物，而我们在挨饿？
"Governor spent more time out at his estate, east of here than at his offices in Horryn!",州长花在东边庄园的时间比在霍林办公的时间还要多！
"He's probably dead now though, and good riddance to him!",他现在可能已经死了，而且最好如此！
They say smugglers use the caves in the mountains to the west,据说走私者会使用西边山中的洞穴。
Maybe they have food?,也许他们有食物？
Ships came to the island a few weeks ago,几周前有船只来到这座岛上。
"They didn't dock in Horryn, but sailed up towards the Priory",他们没有停靠在霍里恩，而是驶向了修道院。
Maybe they managed to land there?,也许他们成功登陆了？
Though I don't know how,虽然我不知道具体是怎么回事。
The northern coast is all steep cliffs and rocks,北部海岸全是陡峭的悬崖和岩石。
The fishermen began seeing 'something' in the oceans a few weeks ago,几周前，渔民们开始在海洋中看到一些奇怪的东西。
Then the boats started disappearing!,然后船只开始神秘失踪！
Now we're trapped here!,现在我们被困在这里！
Just waiting to die!,只是等待死亡的到来！
When is the Empire coming for us?,什么时候帝国会来救我们？
How can they even know something is wrong?,他们怎么可能知道出了什么问题？
"And if they did, they say a horror stalks the seas around Horryn!",而且如果他们知道，据说有一股恐怖力量在霍里恩周围的海域徘徊！
I'm not sleeping well,我最近睡眠不好。
My dreams,我的梦魇。
They are,是关于...
"Ugh, why am I telling you this?",唉，我为什么要告诉你这些？
We're defenceless sitting here!,我们坐在这里毫无防御能力！
And where is the governor and the guards?,而且总督和卫兵在哪里？
Dead I suppose,想来是死了
People have started to get sick,人们开始生病了
Just look at poor Hannah's boy,只看看可怜的汉娜的孩子
Thank you for finding food,谢谢你找到食物
I'm so hungry,我好饿
All those people lost,那么多人失去了
What's happening to us?,我们发生了什么？
Do you have any food?,你有食物吗？
I feel better,我感觉好多了
Ugh,嗫
Feels like the world's ending!,好像世界末日来临了！
Leave me alone,离我远点
Please help us!,请帮帮我们！
These caves are beginning to wear on me,这些洞穴开始让我感到疲惫了
I wish we could get out of here soon,我希望我们能尽快离开这里
Hold on... did you hear something?,等一下……你听到什么了吗？
Have you been to see the queen yet?,你去见过女王了吗？
Freythens or Imperials,弗雷廷人或帝国人
I don't care 's long as the coin is good!,我不在乎，只要硬币好使就行！
Sitting on a cargo like this is making me nervous,坐在这样的货船上让我感到不安
Hope we get out to sea again soon!,希望我们能尽快再次出海！
They say the world's ending out there,他们说外面的世界就要结束了
I don't care - I just want to get out of here!,我不在乎——我只想离开这里！
"In our line of work, strangers are bad news",在我们这一行，陌生人都是不好的消息
Keep away from me or we'll have words,离我远点，不然我们会有话说
Mommy!,妈妈！
I want to go home!,我想回家！
I don't want to be here!,我不想待在这里！
I'm afraid!,我害怕！
I want my mommy!,我要妈妈！
I can't wait for Carnivale!,我迫不及待想要参加狂欢节！
I'm so excited!,我太兴奋了！
I'm going to eat so much cake!,我要吃好多蛋糕！
Tihi!,咔嚓！
Are you going to Carnivale?,你要参加狂欢节吗？
Wanna play?,想玩吗？
Is it Carnivale now?,现在是狂欢节吗？
My head hurts,我的头好疼
I'm afraid of the dark,我害怕黑暗
Gahhh!,啊哈！
Cough,咳嗽
I have bad dreams,我做噩梦了
Wee!,哇！
Carnivale!,卡尔纳莱！
I want more cake!,我想要更多的蛋糕！
Honey-cake is the best!,蜂蜜蛋糕最好吃！
Greetings m'lord,伟大的大人好
Greetings m'lady,伟大的女士好
Hello,你好
I'm excited for the Carnivale,我很期待卡尔纳莱
The Baron is a good man!,那位伯爵是个好人！
Have you tried the local cider,你尝尝当地的苹果酒
Firgol is such a peaceful place,菲戈尔是个宁静的地方
You saved us!,你救了我们！
What happened?,发生了什么？
"Thank the Golden, the children are safe!",感谢金色女神，孩子们平安无事！
I don't really sleep anymore,我现在真的不怎么睡觉了
Nightmares are back,噩梦又回来了
My head hurts!,我的头好疼！
I feel sick!,我感觉不舒服！
Hi,你好
I'm not supposed to talk to strangers,不该和陌生人说话
You look strange,你看起来很奇怪
My stomach hurts,我的胃好痛
Do you have nightmares too?,你也做噩梦吗？
Good to be back,回来了真好
Hello there m'lord,伟大的大人，你好
Hello there m'lady,伟大的女士，你好
M'lord,大人好
M'lady,女士好
How could this happen?,这是怎么回事？
What's next?,接下来呢？
The stench,这股恶臭
"Ugh, I'm hungry",呕，我饿了
What?,什么？
My knee,我的膝盖
I used to be an adventurer,我曾经是一名冒险者
I’ve got my eye on you!,我盯着你呢！
No funny business!,不要搞什么鬼！
Hmm?,嗯？
It’s good to have the Captain back!,欢迎船长回来！
I wonder what happened to the Captain?,奇怪，船长去哪儿了？
Farewell and adieu to ye ladies of Vauul,再见，瓦乌尔的女士们
I can't wait to set sail!,我迫不及待要起航了！
I could do with some rum!,我想喝点朗姆酒！
How long do we have to stay here?,我们要在这里待多久？
Burp,喂哈
You look like a landlubber!,你看起来像个旱鸭子！
What've we got here then?,这里有什么？
Curses!!,疾风迅雷！
Something smells rotten!,有什么东西闻起来很糟糕！
What've we got here then,这里有什么？
Talk to the Queen if you want something!,如果你想得到什么，就去和女王谈谈吧！
I have only the finest for sale!,我只出售最好的东西！
Come here you little bastard,你这个小混蛋，过来！
Come!,来吧！
See items most bizarre and mysterious!,看看这些奇异的物品吧！
Looking for some steel,想要一些钢铁吗？
Git yer sausages here!,快来买香肠吧！
What a mess,一团糟
Don't expect service!,别指望服务了！
Give us a kiss!,给我们一个吻！
A word!,一句话！
Looking for a bed,寻找床位
Dum-di-dum,咔哒咔哒
stranger still is,更加陌生
Get your greens here!,这里有新鲜蔬菜！
Get your cider here!,这里有苹果酒！
Cluck,咕咕
Bwak,喔哇
I found an egg!,我发现了一个蛋！
"Well, hello there!",嗨，你好！
I'd prefer to leave the hive alone!,我宁愿独自留在蜂巢里！
Ouch!,噢！
Well now,现在
The Baron and Baroness welcomes you,男爵和女爵欢迎你
"They say practice makes perfect, and maybe they’re right; it seems all those hours spent honing your skills are starting to pay off",他们说熟能生巧，也许他们是对的；似乎那些花费在磨练技能的时间开始有所回报
"Keep it up, and soon you’ll be well on your way to mastery!",保持下去，很快你就会接近精通了！
Did this stuff used to be difficult?,这些东西以前是不是很难？
"You cannot remember, for right now, you are quickly becoming one of the best in your field",你此刻记不得了，因为你正迅速成为你领域中最好的之一
Your progress seems to have slowed to a frustrating crawl,你的进步似乎变得令人沮丧地缓慢
"Alas, shuffling forward is always better than standing still",唉，缓慢前进总比原地踏步要好
"How foolish you were, to think yourself at the top of your game",你真是太愚蠢了，以为自己已经登峰造极
"If your journey so far has taught you anything, it is that there is always someone better, someone stronger",如果到目前为止你的旅程教会了你什么，那就是总有比你更强的人
"The question is not if you are strong enough to beat them, but if you are strong enough to try",关键不在于你是否足够强大去击败他们，而在于你是否足够强大去尝试
Giving up has never been an option,放弃从来都不是一个选项
But perhaps a long bath and a good meal wouldn’t go amiss,也许一次长时间的沐浴和一顿丰盛的餐食也不会是坏事
"Your latest trials have left you exhausted, yet the perseverance it has taken to push on has left you stronger than ever",你最近的试炼使你筋疲力尽，但坚持不懈地继续前进使你比以往任何时候都要强大
"But despite this victory, a single thought plagues you: how much more can you push until there is nothing left?",但尽管如此，一个念头仍困扰着你：你能再推多久，直到一无所有？
"No one can make it through this world alone, and lately you find yourself thinking of those who have helped you on your journey",没有人能独自穿越这个世界，最近你发现自己时常想起那些帮助过你的人
"Perhaps one day, when this is all over, you can find a way to repay them",或许有一天，当这一切结束时，你可以找到一种方式来回报他们
The person you were when you began this journey is now nothing but a distant memory,你开始这段旅程时的人已经变成了遥远的记忆
"You are irrevocably changed, and no matter what comes next, you will never be who you once were",你已经不可逆转地改变了，无论接下来发生什么，你都不会再是曾经的你
You’ve spent countless hours forging yourself into the person you are today,你花费了无数个小时锻造成了今天这个你
Now all that’s left to do is the hardest thing of all: trust in yourself,现在剩下的就是最艰难的事情了：相信自己
"Soon your journey will be at its end, and though victory is nigh, you cannot help but wonder: what will it cost?",不久你的旅程将要结束，虽然胜利在即，你却不禁疑惑：这会付出怎样的代价？
"For the first time in your life, you are overcome with a sense of purpose",在你生命中第一次，你被一种使命感所淹没
"The path ahead will undoubtedly be difficult, but you are certain it is the one you are supposed to take",前方的道路必定艰难，但你确信这就是你应当走的路
"You have mastered all that you have set your mind to, yet the sweetness of your victory is tainted by the knowledge that once you have reached the top, there is nowhere else to go but down",你已经掌握了你所设定的一切目标，然而胜利的甜蜜却被知道一旦到达顶峰，就无处可去的现实所玷污
"Every step forward is worth celebrating, no matter how small",每一步前进都值得庆祝，无论多么微小
"Keep going, and soon the path behind you will be longer than the path ahead",继续前进，很快你身后的路就会比前方的路更长
You can feel yourself growing stronger with every trial you face,你能在每一次试炼中感受到自己变得越来越强大
"Each adventure leaves you just a little faster, a little braver",每一次冒险都会让你变得稍微快一点，稍微勇敢一点
What more are you capable of?,你还能做到更多吗？
Adrenaline floods your veins,肾上腺素充斥着你的血管
"The tasks that once seemed so difficult now come naturally to you, leaving you with an insatiable urge to learn something new",以前看似如此艰难的任务现在变得自然起来，让你有强烈的欲望去学习新的东西
The possibilities ahead of you seem as endless as your potential - who knows what adventures lay ahead?,面前的可能性似乎和你的潜力一样无穷无尽——谁知道接下来会有什么冒险在等着你？
Who knew the human body was capable of such feats?,谁知道人类的身体竟然能完成如此壮举？
"You can feel yourself changing, the layers of your old self shedding away into something new",你能感受到自己正在改变，旧日的自我层层剥落，变成全新的自己
Something better,更好的自己
"It amazes you how each adventure manages to present you with a new challenge, reminding you that there is always something more to learn",你惊讶于每一次冒险都给你带来新的挑战，提醒你总有一样东西值得你去学习
Each dawn is a new chance to perfect your skills,每一个黎明都是磨练技能的新机会
"You’re not sure you’ve ever worked this hard for anything before, and you’re not about to give up now",你不确定自己是否为了任何事情如此努力过，但现在绝不会放弃
Greeting brother!,欢迎兄弟！
Greeting sister!,欢迎姐妹！
Do you think we'll get off this island?,你认为我们能从这个岛上脱身吗？
I really wanted to see the shrines,我真的想看看那些神龛
Haven't we been tested enough?,我们不是已经经历了足够的考验了吗？
A blessing upon you!,神恩赐予你！
Huh?,哦？
We have the word from the deep!,我们得到了来自深渊的消息！
Bow your head before before our chieftain!,向我们的酋长低头致敬！
The fuck you want?,你想干什么？
Look at me funny and I'll gut you!,你要是继续盯着我看，我就宰了你！
Hhhh,哈哈
Ahhh,啊哈
Gahhh,哇哈
Mhhhh,哈哈
Steel Thyself!,坚定心志！
Draw Steel!,拔出武器！
Make Ready!,准备战斗！
Death or Glory!,死亡或荣耀！
To the Last!,奋战到底！
Blood Will Flow!,血流成河！
It’s good to be sailing again!,再次扬帆航行真好！
Aye?,嗯？
Seasick?,晕船吗？
Found your sea legs?,你找到海腿了吗？
#Variables,#Variables
None,无
Faction has turned HOSTILE,派系已经转变为敌对状态
