original,translate
"It appears the poor man felt the stars are somehow ""wrong"" after spotting a strange star-cluster in the southeastern quadrant",看起来那位可怜的人在发现东南方星区中有一个奇怪的星团后，觉得星星“不对劲”
A Feast for Lizards,蜥蜴盛宴
I found scraps of rotting flesh in the lizard-cave on Idra,我在伊德拉的蜥蜴洞穴中发现了一些腐烂的肉块
I wonder if the reptiles would gorge themselves if they had more flesh?,我好奇如果再多一些肉，这些爬行动物会不会大快朵颐？
Goat Gold,山羊金币
"Jakub the farmer, paid me a small bribe to keep quiet about his hidden goats",杰库布，一位农民，给了我一笔小贿赂，让我不要提及他隐藏的山羊
Jakub is Done Talking,杰库布不再说话
"Jakub, the Idran goat farmer, has made it clear he has nothing more to say regarding the issue of his hidden goats",杰库布，伊德拉的山羊农民，已经明确表示他对隐藏的山羊一事再无话可说
The Gravedigger,坟场工人
I met a poor fellow outside the Idran refugee camp,我在伊德拉难民营外遇到了一位可怜的男子
Ha had the thankless task of burying dead refugees,他负责埋葬死难的难民，这是一个令人不齿的任务
I offered to help him before the horrid entities that roam the island made short work of him,在那些恐怖生物将他吞噬之前，我主动提出帮助他
"Needless to say, he didn’t think twice",毫无疑问，他毫不犹豫地接受了
The Hidden Glen,隐藏的山谷
I learned the way to a hidden glen near the refugee camp on Idra,我得知了一条通往伊德拉难民营附近隐藏山谷的道路
The best way to get there is to find and follow the goat tracks behind the old goat enclosure on Jakub’s farm,最好的方法是找到并跟随雅各布农场旧羊圈后面的山羊足迹
A Survivor,幸存者
I found a sailor named Andry cowering in the foul caves near my landing site on Idra,我在一个靠近伊德拉登陆点的肮脏洞穴中找到了一名名叫安德里亚的水手，他瑟瑟发抖
He thanked me profusely for the help and made his way out to look for fellow survivors,他感激不尽地感谢了我的帮助，并前往寻找其他幸存者
The Lighthouse,灯塔
I made it to the lighthouse and met its keeper Mathias,我到达了灯塔，并遇到了守灯人马修斯
A haggard old fellow that had barricaded himself on the top floor of the structure,他是一个疲惫不堪的老人，已经把自己封锁在建筑的顶层
"To his credit, he’s managed to keep the lighthouse running throughout the calamities that are befalling this island",要说他的功劳，他在这座岛屿遭遇灾难时，仍然设法让灯塔正常运行
No doubt this is critical to the survival of those still caught out at sea,毫无疑问，这对仍滞留在海上的幸存者来说至关重要
The second keeper,第二位守护者
The lighthouse in Idra seems to have had a second keeper,在伊德拉，灯塔似乎有一位第二位守护者
A man named Caspar who seemingly went mad dreaming about caves underneath the lighthouse,一个名叫卡斯帕尔的人，似乎因梦到灯塔下的洞穴而发疯
His writing mentions a “blade” calling him there,他的笔记提到了一把“刀”，召唤他前往那里
Monoliths,巨石
There are strange monoliths on Idra,伊德拉有一些奇怪的巨石
"Though they appear to be ancient, it seems someone is still performing rituals at them",尽管它们看起来很古老，但似乎有人仍在对它们进行仪式
Surviving Sailors,幸存的水手
I came across a group of survivors from the Zephyr,我遇到了“西风”号的幸存者们
"They were hold up in some abandoned fishing huts and their leader, Snow, asked that I send any other survivors from the Zephyr to their camp",他们被困在一些废弃的渔舍里，他们的领导人雪要求我将其他幸存者送往他们的营地
The Telescope,望远镜
"Though I cannot really put into words what I saw, I used the astronomer’s telescope and I saw terrible things",虽然我无法用言语准确描述我看到的，但我使用了天文学家的望远镜，看到了可怕的事物
I am beset by a deep certainty that something is gravely wrong on this island,我确信岛上有什么严重的问题
The Weathermaiden's Plight,天气女皇的困境
A crewman from the ship “Weathermaiden” has asked that I seek out the first mate Zhara,来自“天气女皇”号的船员请求我寻找大副卓拉
They are holed up in a large sea-cave at position 66 by 91 on the Outer Isles map,他们藏身于外群岛地图上第66行第91列的一个大海洞
That should make it north-west of the refugee-camp,这应该在难民营地的西北方向
An Abandoned Farm,一座废弃的农庄
I came across a small abandoned farm near the beach where I came ashore on Idra,我在伊德拉海岸登陆的地方附近发现了一座小农庄
It’s pretty derelict but it might serve well enough as a makeshift camp,它相当破败，但或许可以作为临时营地使用
Markus the Chamberlain,马库斯，执事
I met and spoke with the de-facto leader of the refugee camp north of Horryn,我遇到了霍林北面流亡者营地的实际上的领导人
Apparently the town has been overrun by crazed cultists,据说这个小镇已经被狂热的邪教徒占领
"Worse, the city-gates are apparently sealed making it impossible to get back in",更糟糕的是，城市大门似乎被封住了，无法返回
For now my energy might be well spent trying to ease the plight of the refugees,当前，我可能应该把精力放在缓解流亡者们的困境上
Smuggler's Cache,拆船者藏宝
I found an abandoned smuggler's cache in one of the Caves on Idra,我在一个伊德拉的洞穴中发现了一个废弃的拆船者藏宝地点
Perhaps there are more like it to be found on the Outer Isles?,而在外岛中可能还有更多类似的藏宝地点？
The Wreck Picker,拆船者号
I met a strange old wreck picker by the name of Basilo,我在伊德拉登陆点北面的一个老农舍遇到了一个名叫巴西略的古怪老拆船者
"Though I should be careful in trusting him, he has offered to buy any scrap I find on the beach",尽管我应该小心，但他愿意收购我在海滩上找到的任何废料
I can find him in an old farm house north of where I landed on Idra,他现在位于伊德拉登陆点北面的一个老农舍里
The Zephyr,暴风号
Apparently the wreck of the Zephyr has shifted enough in the tides that it is now possible to enter it,据说暴风号在潮汐的作用下已经移动了足够多的位置，现在可以进入船内了
THE SECOND KEEPER,第二位守护者
WAKING UP,苏醒
#Chapter 2,第二章
Oleg's Plan,奥列格的计划
I told Oleg that the Butcher has gotten hold of his unholy tablets,我告诉奥列格，屠夫已经得到了他的异教法典
The news caused the old chieftain to decide to attempt to end the Butcher,这个消息促使这位老酋长决定要终结屠夫的行动
"I suspect that Oleg doesn’t stand a chance against him alone so perhaps I should ask the third chieftain, Kala, to side with Oleg?",我怀疑奥列格单打独斗的话没有胜算，或许我应该请第三位酋长卡拉支持奥列格？
Together they might be able to take down the Butcher,他们或许能一起干掉屠夫。
OLEG THE GRAY IS DEAD,奥列格·灰烬已死。
Oleg the Gray is Dead,奥列格·灰烬已死。
The Reaver chief Oleg the Gray is dead,贼寇酋长奥列格·灰烬已死。
OLEG'S RIGHT TO RULE,奥列格的统治权
Oleg's Right to Rule,奥列格的统治权
I met one of the three Reaver chieftains,我见过三位贼寇酋长之一。
Oleg,奥列格
He’s the oldest of the three and claims to hold ‘sacred’ tablets that gives him the right to rule over his siblings; Kala and the Butcher,他是三人中年纪最大的，声称持有‘神圣’的石板，赋予他统治兄弟姐妹——卡拉和屠夫的权利。
He’s asked me to seek them out and remind them of that fact,他让我去找他们，并提醒他们这一点。
QUEEN KALA IS DEAD,女王卡拉已死。
Queen Kala is Dead,女王卡拉已死。
The Reaver chief 'queen' Kala is dead,贼寇酋长‘女王’卡拉已死。
THE BUTCHER IS DEAD,屠夫已死。
The Butcher is Dead,屠夫已死。
The Reaver chief known as 'the Butcher' is dead,贼寇酋长‘屠夫’已死。
The Reaver Tablets,贼寇石板
I gave the Reaver Tablets to the Butcher,我把贼寇石板给了屠夫。
He now intends to make an offering of Oleg as part of his ascent to Father's side,他现在打算将奥列格作为祭品，作为他登上父亲之侧的献礼。
He's asked me to go tell Kala he wants her at his side for the final slaughter,他让我去告诉卡拉，他想让她在他最后的屠杀中站在他身边
The Butcher's Designs,铁匠的设计
I met the Reaver chieftain that calls himself “The Butcher,我遇到了被称为“铁匠”的掠夺者酋长
He’s determined to win the favor of the one the Reavers call Father by subjugating his siblings,他决心通过征服掠夺者们称为父亲的那个人来赢得他的青睐，从而奴役他的兄弟姐妹
Oleg and Kala,奥列格和卡拉
For starters he’s asked me to steal a pair of unholy tablets that are currently in the possession of Oleg,首先，他让我去偷奥列格东城郊小屋下隧道里的一对不洁石板
They are being kept in tunnels under Oleg's lodge in the east end of town,他们目前被保管在奥列格小屋东城郊隧道里
There is apparently a secret entrance to them if I “don’t mind wading through shit,据说如果我不介意趟过一些脏东西，那里有一个秘密入口
The Waif,无依无靠的女孩
I met a young girl in the ruins of Horryn and managed to win her trust with some food,我在霍里恩废墟中遇到了一个年轻女孩，并用一些食物赢得了她的信任
She has proven quite resourceful and has successfully managed to evade the Reavers,她表现得非常机智，成功地躲避了掠夺者
It turns out she had quite a bit of information about them,原来她对掠夺者们有很多信息
She’s currently hiding in an alley west of the plaza,她目前藏在广场西侧的巷子里
A Strange Growth,奇怪的生长物
I came across a strange fungus growing on some of the fresh corpses in the crypt under the Horryn temple,我在霍里恩神殿地穴下的墓室里发现了一些奇怪的菌类正在生长在一些新鲜的尸体上
It’s difficult to say what it is but is seems to be out of place there,说不清楚是什么，但似乎在那里显得格格不入
JORAN THE USURPER,篡位者约兰
Joran the Usurper,篡位者约兰
A strange and ancient creature clings to undeath in the bowels of the catacombs under Horryn,一个奇怪而古老的生物在霍里恩地下墓穴的深处依附着不死之身
The hateful creature will not rest until I bring it the sword of “Joran the Usurper,这个可憎的生物不会让我带着“篡位者约兰”的剑前来安息
I wonder if this usurper could be buried in one of the other tombs in this catacomb,我想知道这个篡位者是否可以埋葬在霍林地下城的其他陵墓中
Main Gate Opened,主门开启
The main gate of Horryn is now opened!,霍林的主门现在开启了！
SEA-GATE OPEN,海门开启
Sea-Gate Open,海门开启
The Horryn sea-gate is now opened!,霍林的海门现在开启了！
The Art Dealer,艺术商
An art-dealer down in the Underhalls beneath Horryn is looking to buy strange and unusual artifacts if I find any,在霍林地下厅深处有一位艺术商，如果我找到任何奇怪且不寻常的法器，他愿意购买
Reaver Cellar,剥夺者地窖
A pair of Reavers appeared to be guarding something in the cellar under Olge’s lodge,一对剥夺者似乎在奥尔格小屋下面的地窖中守卫着什么东西
#Chapter 3,第三章
To Find a Ship,寻找一艘船
We must find a ship willing to take us to Gradla,我们必须找到一艘愿意带我们去格拉尔达的船
Markus the chamberlain suggests I seek out the smugglers that are rumored to be holed up in a cave north-west of Horryn,马库斯，宫廷大臣，建议我去寻找那些据说藏身于霍林西北方向洞穴中的走私者
That would place it somewhere near the location 66 by 91 on the Outer Isles map,那应该就在外岛地图上66号位置附近
We must find a ship willing to take us to Gradla and I think the ship and crew hiding in the sea-caves north-west of town is likely my best bet,我们必须找到一艘愿意带我们去格拉尔达的船，我认为藏身于镇西北方向海洞中的船只和船员可能是我的最佳选择
The cave is located at position 66 by 91 on the Outer Isles map,洞穴位于外岛地图上的66号位置
HORRYN IS SAVED,霍林得救了
Horryn is Saved,霍林得救了
I managed to storm the keep in Horryn and stamp out the last remnants of the Reavers,我成功突袭了霍林要塞，并扑灭了最后的剥夺者残余势力
"Though hundreds are dead and the city in ruins, Horryn appears to be safe for now",虽然数百人已死，城市满目疮痍，霍林目前看来还算安全
IAGO REJOINS HIS CREW,IAGO REJOINS HIS CREW
Iago Rejoins his Crew,Iago Rejoins his Crew
Iago has gone ahead to rejoin his crew and begin preparations for us to sail for Gradla,Iago 前往与他的队伍会合，并开始准备我们前往格拉尔达的航行
He awaits us up in a large sea-cave at position 66 by 91 on the Outer Isles map,他在奥特岛屿地图上，位置为 66 行 91 列的一个大型海洞中等待我们
That should make it north-west of Horryn,那应该是在霍林的西北方向
#Chapter 4,#第四章
Colony Collapse,蜜蜂殖民崩溃
I found several dead or dying bee-hives in Firgol,在费戈尔，我发现有几个死掉或奄奄一息的蜂巢
It seems the bees there are fighting amongst each other,看起来这些蜜蜂彼此之间正在争斗
Firgol Bees,费戈尔蜜蜂
"Despite assurances that ‘Firgol bees do not sting’, I found the bees in one of the hives to be quite aggressive",尽管有人保证“费戈尔蜜蜂不会蜇人”，我发现其中一个蜂巢中的蜜蜂相当好斗
I may need to find some way of pacifying them if I am going to get at the honey,如果我要采集蜂蜜，可能需要找到某种方法来平息它们
honey,蜂蜜
Trapped Mine Tunnel,陷井隧道
I’ve rigged one of the tunnels in the mine at Adler’s Helm to collapse,我在阿德勒舵手矿中的一条隧道中设下了一个陷阱
The trap can be triggered by using a rope to pull away the remaining support-beam and I’m certain it could be done rapidly if need be,这个陷阱可以通过拉动剩余的支撑梁来触发，如果需要的话，应该可以迅速完成
The False Tomb,假墓
I found and opened the sarcophagus in the Priory catacombs central tomb-chamber,我在修道院地窖的中央墓室中找到了并打开了一个石棺
"Surprisingly, it turns out to be empty!",惊奇的是，里面竟然空无一物！
A decoy perhaps?,或许是个诱饵？
The Gong,钟声
I performed a ritual using the gong outside the tomb chamber,我在墓室外面用钟声进行了一项仪式
I have a strong feeling it was correctly performed though I cannot tell exactly to what purpose,虽然我不能确切地说出它的具体用途，但我感觉仪式进行得很正确
Perhaps some kind of trap was deactivated?,或许某个陷阱被解除了？
TUNNELS IN THE DARK,黑暗中的隧道
Tunnels in the Dark,黑暗中的隧道
I found a secret exit in the tomb-chamber that leads to tunnels engulfed by magical darkness,我在墓室中发现了一个秘密出口，通往被魔法黑暗笼罩的隧道
I feel certain the way forwards lie through these tunnels though I must take care not to get lost in the dark as I attempt to navigate them,我确信前进的道路就在这些隧道中，但我在尝试穿越时必须小心不要迷失方向
The First Sarcophagus,第一具石棺
I found a sarcophagus under the Priory with the following description,我在修道院下发现了一具石棺，上面刻有以下描述
Carroleth of the Crystal Eye - First Grandmaster of the Order of the Crystal Eye,卡罗莱斯·水晶眼 - 水晶眼秩序的第一代大祭司
The Second Sarcophagus,第二具石棺
Rothrax the Gray - Second Grandmaster of the Order of the Crystal Eye,灰色罗特拉克斯 - 水晶眼秩序的第二代大祭司
The Third Sarcophagus,第三具石棺
Kalamar the Wise - Third Grandmaster of the Order of the Crystal Eye,智者卡拉马尔 - 水晶眼秩序的第三代大祭司
The Ascension Chamber,升天之室
I found the chamber where Calipero’s apprentices go to “ascend” as a reward for their service,我找到了卡拉皮罗的学徒们作为服务奖励去“升天”的房间
"Grotesquely, the chamber appears to be nothing more than a crematorium",可怕的是，这个房间似乎只是一个焚化室
KILL THE QUEEN,杀死女王
Kill the Queen,杀死女王
I found a strange queen in one of the hives,我在一个蜂巢中发现了一位奇怪的女王
I suspect it’s the cause of the collapse of the other colonies and so I quickly dispatched it,我怀疑她就是导致其他殖民地崩溃的原因，于是迅速将其解决
Pilgrim's Shrines,朝圣者的圣坛
I found an old pilgrim’s shrine,我发现了一座古老的朝圣者圣坛
If I could somehow learn the proper prayers and rituals I could probably complete the pilgrimage myself if I wanted,如果我能 somehow 学会正确的祷告和仪式，或许我可以自己完成这次朝圣
The Maiden Sets Sail,纯理性的语言
We’ve taken to the high seas on the Weathermaiden,我们乘坐着名为 Weathermaiden 的船只出海航行
"We must, however, stay close to shore lest we invoke the wrath of the behemoth that stalks the deeper seas of the Outer Isles",然而，我们必须靠近海岸，以免招致外岛深处海怪的怒火
#Chapter 5,第五章
A Language of Pure Logic,纯逻辑的语言
I managed to somehow become attuned to the language of the great machine inside the ancient structure,我设法与古建筑内巨大机械的语言产生了共鸣
