Truly this is a place where no mortal foot was ever meant to tread,确实，这里是一个凡人从未该踏上足迹的地方,
I am undone,我败北了,
Dust in an endless void,漫无边际的虚无之中的一粒尘埃,
This will be my final entry,这将是我的最终记录,
The Zephyr,瑞西弗,
"I need to investigate what is happening with ""The Zephyr",我需要调查一下“瑞西弗”发生的事情,
A mutiny had broken out as the crew refused to bring the ship closer to Idra,船员们拒绝将船只驶近伊德拉，船员中爆发了叛乱,
They claimed the island was cursed,他们声称那座岛屿被诅咒了,
"The zephyr was sunk by a terrible, un-namable creature of the deep",瑞西弗被一种深海中的可怕、无法命名的生物沉没了,
Plateau of Madness,疯狂的高原,
The Cabal expedition landed at the mining-village of Adler’s Helm,卡巴尔探险队在阿德勒之锤的采矿村登陆,
I suspect we can find a way to ascend to the interior plateau on Gradla if we follow their trail to Adler's Helm and beyond,我怀疑如果我们跟随阿德勒之锤矿工们发现的古楼梯前往阿德勒之锤并继续前进，就能找到通往内部高原的途径,
"Following the ancient stairs discovered by the miners of Adler’s Helm, we have reached the interior plateau",随着阿德勒之锤矿工们发现的古楼梯，我们已经抵达了内部高原,
The Priory lies within reach,修道院近在咫尺,
Retaking Horryn,收复霍里恩,
"To retake Horryn, we must kill the three Reaver chiefs that occupy the city",要收复霍里恩，我们必须杀死占据城市的三位掠夺者首领,
"The three are know as Oleg the Gray, Queen Kala and the Butcher",他们分别被称为灰色的奥列格、女王卡拉和屠夫,
Iben cautions that the threesome is fierce and that we might use cunning and use their infighting to our advantage,伊本警告说，这三人非常凶猛，我们或许可以利用他们的内讧来对我们有利,
Oleg the Gray,灰色的奥列格,
Dead Queen Kala,已故的女王卡拉,
Dead The Butcher,已故的屠夫,
Dead,已死,
Alive,生存,
Alive The Butcher,生存的屠夫,
Alive Queen Kala,生存的女王卡拉,
We have retaken the outer city,我们已经夺回了外城,
STORMING THE KEEP,攻占要塞,
Storming the Keep,攻占要塞,
"Though we have liberated the outer city, Horryn’s keep remains in the possession of the Reavers",尽管我们已经解放了外城，霍林的要塞仍然被掠夺者掌控,
The keep is well protected from a frontal assault so we need to look for an alternate entrance,秘密地道,
I successfully infiltrated the keep and slew the foul creature known as “Father,我成功潜入要塞并杀死了被称为“父亲”的邪恶生物,
The Secret Tunnel,秘密地道,
Hierophant Drahl believes a secret tunnel exists that connects the keep to the crypts underneath the temple,牧职者德拉尔认为存在一条秘密地道，将要塞与神殿下方的陵寝相连,
The sacred crypts of the Sepulchites can be accessed from within the temple,西普鲁西特的圣陵可以从神殿内部进入,
"Drahl suspects that if a secret tunnel does indeed exist, it probably lies in the deeper sections of the crypts",德拉尔怀疑如果秘密地道确实存在，它很可能位于陵寝的深处,
"Though the crypt was overrun by foul undead creatures, we did indeed find the secret tunnel",尽管陵寝被邪恶的不死生物占领，我们确实找到了秘密地道,
Talk to Drahl,与德拉尔交谈,
"According to Markus, Hierophant Drahl might know of a secret entrance into the keep",据马库斯说，牧职者德拉尔可能知道一条进入要塞的秘密入口,
The Hierophant can be found in front of the newly liberated temple,牧职者位于新解放的神殿前,
I met and talked to the Hierophant,我遇见并与牧职者交谈了,
TALK TO MARKUS,与马库斯交谈,
Talk to Markus,与马库斯交谈,
I’ve been told to meet Markus the Chamberlain at the inn that lies west of the city square in Horryn,我被告知要在霍里恩城市广场西边的旅店里与财政大臣马库斯会面,
I suspect he has an idea about how to pierce the keep's defences,我怀疑他可能知道如何突破要塞的防御,
I found and talked to Markus,我找到了马库斯并与其交谈,
Untold Eons,未言明的万世,
"We’ve penetrated the dungeons that lay beneath the Black Priory and entered into the black, timeless realms beyond",我们已经穿透了黑修道院下方的地下城，并进入了那片黑色、永恒的领域,
Now it remains to be seen what untold secrets have lain hidden for so long,现在只剩下看看这些未言明的秘密究竟隐藏了多久,
We found what the Cabal was excavating underneath the Priory,我们找到了邪教徒在黑修道院下方挖掘的东西,
By the Golden how I wish we had let it lie in peace,金色之神啊，但愿我们当初让它安息,
I fear there is no salvation for us now,我害怕我们现在已无救赎,
The Priory Opens,黑修道院开启,
We’ve entered the Black Priory,我们已经进入了黑修道院,
"Whatever secrets the Cabal expedition found here, I suspect they lay beneath the priory",无论邪教徒在这里发现了什么秘密，我怀疑它们都藏在修道院之下,
We must find a way to enter the dungeon below,我们必须找到进入下方地下城的方法,
We have breached the lower level of the priory,我们已经突破了修道院的下层,
To Sleep and Dream,睡眠与梦境,
The secrets of the Priory are within reach,修道院的秘密触手可及,
We must navigate the catacombs and reach the great secret that lies at its heart,我们必须穿过墓穴，抵达其核心的那个伟大秘密,
May the Dead save us,但愿亡者能拯救我们,
The secrets of this place are far deeper and more ancient than any of us could have guessed,这个地方的秘密远比我们任何人想象的都要深邃和古老,
We descend now into a darkness from which I fear we’ll never re-emerge,我们现在正步入一片黑暗，我害怕我们再也不会从中走出,
Upon Black Seas,黑海之上,
I rescued Embla but we find that there is no way to return to the main-land whilst the Outer Isles is engulfed in this madness,我救出了伊姆布拉，但我们发现，在外岛陷入这场疯狂之前，我们无法返回大陆,
Embla is convinced the calamity is somehow caused by the discovery of an ancient site known as “The Black Priory” on the island of Gradla,伊姆布拉确信这场灾难是由于发现了格拉达岛上的“黑修道院”这一古迹所致,
Gradla is located to the north of Idra and we must find a ship and crew willing to take us there,格拉达位于伊德拉的北方，我们必须找到一艘愿意带我们去那里的船和船员,
Gradla is within sight,格拉达就在眼前,
Now we must make landfall and seek a way to reach the inland plateau,现在我们必须登陆，并寻找一条通往内陆高原的道路,
#Side Quests,#支线任务,
The Boar's Medicine,猪的药草,
Kydeon asked me fetch a bottle of brandy from the wine cellar under the kitchen after I talk to Lyra,科德恩让我在与莉拉交谈后去厨房的地窖取一瓶白兰地,
The old boar will sleep soundly tonight,老猪今晚会睡得很香,
M' damn knees are acting up again,我的膝盖又开始疼了,
Can't hardly sleep on account of the aches,疼得我几乎睡不着,
"Let me tell you, I'd take an arrow in the leg any day",我告诉你，我宁可被箭射中腿,
"If you're going over to the kitchen later for a bit of grub, a bottle of brandy from the wine-cellar would make me a happy man!",如果你稍后去厨房吃点东西，地窖里的一瓶白兰地会让我很高兴！,
Kydeon shifts as if to emphasize his stiff knees,科德恩似乎在强调他的膝盖僵硬,
Ha!,哈！,
That's some fine foraging young whelp!,哼！你这个年轻小子，真会采集草药！,
"Before you can get a word in, Kydeon snatches the bottle, uncorks it and drinks deeply",就在你还没来得及开口，科德恩已经抢过瓶子，拔开塞子，大口喝了起来,
"The old man, eyes closed in relief, lets out a deep sigh",老人闭着眼睛，露出如释重负的表情，深深地叹了口气,
May your sleep be dreamless,祝你一夜无梦,
he speaks as if to himself,他似乎在自言自语,
The Cellar,地窖,
Look for your father in the cellar under the kitchen,在厨房下面的地窖中寻找你的父亲,
You found your father,你找到了你的父亲,
The Beast in the Hearth,炉火中的野兽,
Lyra has betted with me to see if I can sneak into the hearth of the villa and confront the 'beast' that hides there,利拉和我打赌，看我是否能偷偷潜入别墅的炉火旁，并与藏匿其中的‘野兽’对峙,
I won our wager and snuk into the hearth,我赢了赌注，并成功潜入了炉火旁,
There I met a mercenary by the name or Roland Greyeye,在那里，我遇到了一名名叫罗兰·灰眼的佣兵,
I failed to sneak into the hearth,我未能潜入炉火旁,
Exploring the Grounds,探索庄园,
"While I wait for the Lord Berryn to become available, I should look for some food and perhaps walk the gardens and hedge maze before I check back in with Lyra again",在我等待伯林爵士有空的时候，我应该找些食物，也许可以走走花园和迷宫，然后再去找利拉汇报,
The lord of House Berryn is ready for me now,伯林家族的主人现在准备见我了,
An Evening Meal,一个晚宴,
I have been ordered to go procure a meal for myself from the kitchen as there is no saying how long I will be waiting,我被命令去厨房为自己准备一顿饭，因为不知道要等多久,
I should talk to the chef,我应该去找厨师,
Chef Armand taught me to make his famous melted cheese sandwiches,厨师阿曼德教我如何制作他著名的熔化奶酪三明治,
"Surely, old Magda cries in the tomb at what her kitchen has come to",肯定是老玛格达在墓穴中哀叹她的厨房变成了什么样子,
Chef Armand has offered to teach me how to make his famous cheese sandwich,厨师阿曼德愿意教我如何制作他著名的奶酪三明治,
For starters I have to fetch cheddar cheese and cured ham from the cellar under the kitchen,作为开胃菜，我必须从厨房下面的地窖中取来切达奶酪和腌制火腿,
My suggestion is thusly,我的建议是这样,
"Whilst I stoke the fire, you run down in the pantry and fetch some cured ham and cheddar cheese",我去生火，你们则下到储藏室拿些熏火腿和切达奶酪,
I will then teach you how to cook my renowned melted cheese sandwich and you shall never want for an evening meal for as long as you live!,然后我会教你烹饪我著名的熔化奶酪三明治，你将一辈子不再为晚餐发愁！,
The Hedge Maze,草篱迷宫,
Lyra suggests I should explore the hedge-maze in the villa grounds while I wait for master Cato to become ready,莉拉建议我探索别墅 grounds 里的草篱迷宫，因为我还得等待卡托大师准备就绪,
"You managed to find ""Embla"" in the maze",你成功在迷宫中找到了“伊姆拉”,
A Deeper Dark,深入黑暗,
One of the lighthouse keepers went mad and killed himself after dreaming of a strange blade buried deep within the caves below the lighthouse,一位灯塔守卫在梦到灯塔下方洞穴深处埋藏着一把奇怪的刀后疯了并自杀,
Perhaps that artifact should be recovered for safe-keeping... or use,或许那件神器应该被回收保管... 或者使用,
The entrance to the caves is under the broken bridge,洞穴的入口在那座破桥之下,
"I recovered a strange dagger from some sort of ancient, pre-Imperial, ritual chamber in the caves beneath the lighthouse",我在灯塔下方的洞穴里某个古老的、帝国之前的仪式室里找到了一把奇怪的短剑,
Find Froggert!,找到弗戈特！,
"Marsa, a young girl in the Idran camp, has lost her stuffed animal 'Froggert'",在伊德兰营地的一个名叫玛尔萨的年轻女孩丢失了她的毛绒动物“弗戈特”,
Getting it back for her might be a small act of kindness in a sea of horrors,为她找回它可能是在一片恐怖中的一点善意,
The wayward reptile has been recovered,迷途的爬行者已被找回,
Marsa was overjoyed,玛尔萨欣喜若狂,
It felt good to help,帮忙的感觉真好,
Lost Sailors,失踪水手,
I met a small group of surviving sailors from the Zephyr camped near the wreck,我在泽费尔营地附近遇到了一群幸存的水手,
"Their de-facto leader, Snow, has asked that I send any survivors I find his way",他们的事实上的领导者雪恩请求我将找到的任何幸存者带给他,
There should be at least 3 out there,至少要有3个,
Found so far,目前发现的,
I sent those I could find to Snow’s camp,我把能找到的人送到了雪的营地,
"Though the group is still small, they certainly stand a better chance together than alone",虽然队伍还很小，但显然在一起的机会比单独行动要大得多,
Sealed Away,被封印,
"Kat from the Zephyr, suggests we should look to see if the captain’s seal survived the sinking",来自疾风号的凯特建议我们去看看船长的封印是否在沉船时幸存下来,
"Though the captain died on the Zephyr, one of the other crew-members might have managed to bring it ashore",虽然船长在疾风号上去世了，但其他船员中可能有人把封印带上了岸,
Kat suggests we start by examining a cave to the west,凯特建议我们先检查西边的一个洞穴,
The seal is apparently quite valuable and the Nautical Guild would pay well to have it returned,这个封印显然很有价值，航海公会愿意出高价把它归还,
We found the seal on one of the corpses in the cave,我们在洞穴中的尸体中找到了封印,
I'll hold onto it and perhaps there is an opportunity to return it to the Nautical Guild if we ever make it back to the mainland,我会保管好它，如果有机会回到大陆，或许可以把它归还给航海公会,
Rescue Natia,营救纳蒂亚,
"Philip, a survivor from Horryn, has pleaded with me to try and rescue his wife Natia who is being dragged away the meet “The Father” inside the keep",来自霍里恩的菲利普恳求我尝试营救他的妻子纳蒂亚，她正被拖去见“父亲”守备,
She has auburn hair,她有着红棕色的头发,
I managed to save Natia but not without her suffering a grievous wound,我设法救出了纳蒂亚，但代价是她受了严重的伤,
Thankfully I feel certain she will recover,幸运的是，我觉得她一定会康复,
Philip took her to their small home near the Fisherman’s Gate,菲利普把她带到了渔人门附近的他们的小家,
I failed to rescue Natia and she lost her life at the hands of a Reaver,我没能营救纳蒂亚，她在掠夺者手中丧生,
Philip offered me a gold ring as reward for the rescue of his wife,菲利普给了我一枚金戒指作为营救他妻子的报酬,
Badge of Honor,荣誉徽章,
Encountered a ‘sewerjack’ under Horryn,在霍里恩遇到了一个下水道工人,
He lost his badge in a scrap with some vermin in one of the side-tunnels east of where I met him,他在与一些啮齿类怪物的争斗中，在我遇到他的东侧隧道中丢失了他的徽章,
It seems he would be very happy if we recovered it for him,看起来如果我们帮他找回，他会非常高兴,
I recovered the badge for the sewerjack,我帮下水道工人找回了徽章,
He couldn't offer much in the way of a reward but instead provided me with a hand drawn map of the sewers,他无法提供多少报酬，但给了我一张手绘的下水道地图,
Timber!,木头！,
A lumberjack and his son were attacked by monsters in the woods,一个伐木工和他的儿子在森林中被怪物袭击,
The son got away but apparently his father didn’t,儿子逃走了，但显然他的父亲没有,
The kid asked me to look for his father,小孩让我帮他找父亲,
Apparently their camp can be found east of the big oak,据说他们的营地在大橡树东边可以找到,
"Against all odds, I found the lumberjack alive in a giant spider cocoon",出乎意料的是，我在一只巨蜘蛛的茧中找到了活着的伐木工,
He was grateful to be released and reunited with his son,他感激被释放并与儿子团聚,
The Stargazer,星象家,
"It seems Basilo, the wreck picker, has come across a chest of my belongings",看起来，废品商巴西洛发现了一箱我的物品,
He’s agreed to turn it over if I help him,他同意归还这些物品，前提是我要帮他,
It would appear an astronomer has set up a camp in the cliffs west of Basilo’s house,看来，一位天文学家在巴西洛家西边的悬崖上扎营了,
He’s asked me to bring him the telescope from the camp,他让我去营地带给他望远镜,
I brought Basilo the telescope and traded it for my belongings,我把望远镜带给巴西洛，然后用它换回了我的物品,
Well of Tears,泪水之井,
"Marita, a mourning mother, is being haunted by the laughter of her dead children coming from a well on her farm",马里塔，一位悲痛的母亲，她的农场里的井里传来死去孩子的笑声，让她魂不守舍,
"Sadly, it seems to have driven her mad with grief",可惜，这似乎让她因悲伤而疯了,
Perhaps there is a way for me to help her?,或许我能找到办法帮助她？,
I ventured into the well and recovered the bones of Marita’s two children,我潜入井中，找回了马里塔两个孩子的骸骨,
"In the darkness below, I encountered some kind of abominable mold creature that had the ability to mimic its victims",在下方的黑暗中，我遇到了某种畸形的霉菌生物，它能模仿它的受害者,
I pray this is the last time I encounter such a horror,我祈祷这将是最后一次遇到这种恐怖的事物,
Zephyr's Wreck,风信子号残骸,
A group of Snow’s sailors disappeared whilst exploring the wreckage of the Zephyr,雪的船员们在探索风信子号残骸时神秘失踪,
Snow asks that I investigate their fate,雪希望我能调查他们的下落,
Examining the wreckage I came across a monstrously grown rat creature that spoke with the voice of a man,检查残骸时，我发现了一只异常巨大的老鼠生物，它用人的声音说话,
I dispatched it though I came too late to save the lives of the lost sailors,我将其击退，但为时已晚，无法拯救那些失踪船员的生命,
I best report back to Snow,我应该尽快向雪汇报,
Snow could not pay me for my work but assures me the Nautical Guild will not forget my service,雪无法支付报酬，但保证海事公会不会忘记我的服务,
The Lost Captain,失踪船长,
"Zhara, this first mate of a stranded smuggler’s crew, has asked me to learn the fate of their captain, Iago",这位名叫朱拉的二副，来自搁浅走私船的船员，希望我能查明他们船长伊戈的下落,
He traveled to Horryn to visit the city’s black market right before it fell and that is where I should search for him,他临行前去了霍林城的黑市，并在那里失踪，我应该去那里寻找他,
The entrance to the black market can be found in the city’s sewers,黑市的入口位于城市下水道中,
We found Captain Iago in chains in the Rat Queen's dungeons,我们在猫王的地牢中找到了被锁链束缚的伊戈船长,
I should try to free him somehow as he has the potential to become a valuable ally,我应该设法将他解救出来，因为他有可能成为有价值的盟友,
Sisters,姐妹,
"A woman named Julia in Horryn, asked me to find her sister, Ylia, who lives in Firgol",霍林城的一位名叫朱莉娅的女子希望我能找到她的姐姐伊莉亚，她住在费戈尔,
Julia is convinced her sister is worried about her safety considering last week’s events in Horryn,杰ulia确信她的妹妹因为上周在霍林发生的事情而担心她的安全,
She wants me to inform Ylia that she is safe given the circumstances,她希望我告诉Ylia她现在安全了，考虑到这些情况,
I met Ylia and talked to her but the encounter left me none the wiser,我见过Ylia并和她交谈过，但这次会面并没有让我明白什么,
It seems Ylia is not only oblivious to the state of the Outer Isles,看来Ylia不仅对外岛的情况一无所知,
She also insists that her sister was not late at all and was in fact due to arrive in a few days time,她还坚持说她的妹妹根本没有迟到，实际上应该在几天后到达,
I’m not sure what to make of this,我不确定该相信什么,
IAGO IN CHAINS,IAGO IN CHAINS,
Iago in Chains,Iago in Chains,
"I found Iago zha Droma, captain of the Weathermaiden, in chains in the black market of the Rat Queen",我在鼠后之市场中找到了被锁链束缚的Iago·扎·杜玛，‘天气女皇’号的船长,
He begged me to intercede to the queen on his behalf,他恳求我为他向女王说情,
"If I somehow manage to free him, he might make a valuable ally",如果我设法将他释放，他可能会成为有价值的盟友,
Iago has been freed from the dungeons of the Rat-Queen,Iago已经从鼠后之牢狱中被释放,
The Queen's Request,鼠后的要求,
The Rat Queen has asked me to recover the Harbormaster's Ledger for her,鼠后让我为她找回灯塔管理员的账本,
She recommends searching the eastern sea-tower,她建议我们去搜查东侧的海塔,
We can find that by following the eastern jetty all the way around to the entrance of the harbor,我们可以通过沿着东侧的码头一直走到港口入口来找到那里,
"I recovered the ledger and in return, the queen released Iago",我找回了账本，作为回报，女王释放了Iago,
There is little love lost there,那里几乎没有共同点,
Dying Light,日落时分,
Mathias needs oil for the lighthouse,马蒂亚斯需要灯塔的油,
I should search for it in the warehouses along the harbor in Horryn once I make my way there,我应该去霍ryn港口附近的仓库寻找,
I found the oil and brought it to Mathias,我找到了油，并把它带给了马蒂亚斯,
The lighthouse should be well stocked for now,现在灯塔应该储备充足,
"To show his gratitude, Mathias gave me his old broadsword",为了表示感谢，马蒂亚斯给了我他的旧阔剑,
Fate of the Santa Fury,圣塔 fury 之命运,
"According to Carylla the mercenary captain, the wreck of the lost treasure-ship, the Santa Fury, is said to be located here on Idra",根据雇佣兵队长卡莉拉的说法，据说失落财船圣塔 fury 的残骸就位于伊德拉,
Perhaps I could find it?,或许我能找到它？,
Hidden Clues,隐藏的线索,
"Carylla the mercenary captain says the Santa Fury is supposed to be found ""on dry land and near the lighthouse"" according to the rumor",根据卡莉拉的说法，圣塔 fury 据说应该“在陆地上，靠近灯塔”被找到,
I should search for it,我应该去寻找,
Found the Santa Fury - in a sense,找到了圣塔 fury — 从某种意义上说,
Turns out there is a painting of the ship hanging in the lighthouse,原来灯塔里挂着这艘船的画像,
On the back of the painting was a poem,画像的背后有一首诗,
It seems like it might offer directions to something buried in the ground,看起来它可能提供了埋藏在地下的线索,
Buried Secrets,埋藏的秘密,
"From the back of the ""Santa Fury",从“圣塔 fury”的背后,"The Santa Fury made her flight"""
"From the center of the three, The Santa Fury made her flight",在三者之中，圣塔 fury 开始她的飞行,
"Setting out to hide her booty, All within the lighthouse's sight",出发隐藏她的战利品，都在灯塔的视野之内,
"leagues south began her trip, ""5 east"" the Captain cried. 4 more north, our valiant ship, Our plunder we shall hide!",向南行驶了数个海里，船长喊道：“向东5个方向”。再向北4个方向，我们勇敢的船，我们将藏起我们的战利品！,
Land ahoy!,岸边！,
went up the roar,向咆哮声走去,
We'll lay our treasure there!,我们要把财宝放在那里！,
"Into the rising sun: 3 more, Then dig and have no fear!",向升起的太阳前进：再走三步，然后挖掘，不要害怕！,
Pilgrimage,朝圣之旅,
There are five pilgrim-shrines in the Outer Isles and I should attempt to visit all of them,外岛上有五座朝圣神殿，我应该尝试访问所有这些神殿,
I’ve learned the prayer to recite at each of them,我已经学会了在每个神殿祈祷的祷文,
Shrine of Agility,敏捷神殿,
I should pray at the Shrine of Agility to receive its blessing,我应该在敏捷神殿祈祷以获得祝福,
The shrine can be found on one of the small islands in the archipelago of the Outer Isles,神殿位于外岛群岛的一个小岛上,
Shrine of Fortitude,坚韧神殿,
I should pray at the Shrine of Fortitude to receive its blessing,我应该在坚韧神殿祈祷以获得祝福,
"The shrine is said to be located somewhere on the island of Eryll, north of Idra",据说神殿位于伊尔岛的北边，伊德拉岛以北,
Shrine of Intellect,智慧神殿,
I should pray at the Shrine of Intellect to receive its blessing,我应该在智慧神殿祈祷以获得祝福,
The shrine can be found on an island directly east of Idra,神殿位于伊德拉岛东边的一个岛上,
Shrine of Presence,呈现神殿,
